O*NET-SOC Code,Title,Workplace Example,Element ID,Element Name,Hot Technology,In Demand,Normalized_Tool_Name
15-2051.01,Business Intelligence Analysts,Database software,2.E.6.f,Data base user interface and query software,N,N,Database software
15-2051.01,Business Intelligence Analysts,Delphi Technology,2.E.2.d,Financial analysis software,N,N,Delphi Technology
15-2051.01,Business Intelligence Analysts,Django,2.E.7.h,Web platform development software,Y,N,Django
15-2051.01,Business Intelligence Analysts,Drupal,2.E.7.h,Web platform development software,N,N,Drupal
15-2051.01,Business Intelligence Analysts,Dynamic hypertext markup language DHTML,2.E.7.h,Web platform development software,N,N,Dynamic hypertext markup language DHTML
15-2051.01,Business Intelligence Analysts,Eclipse IDE,2.E.7.b,Development environment software,Y,N,Eclipse IDE
15-2051.01,Business Intelligence Analysts,Eko,2.E.10.b,Desktop communications software,N,N,Eko
15-2051.01,Business Intelligence Analysts,Elasticsearch,2.E.6.d,Data base management system software,Y,N,Elasticsearch
15-2051.01,Business Intelligence Analysts,Enterprise JavaBeans,2.E.7.h,Web platform development software,N,N,Enterprise JavaBeans
15-2051.01,Business Intelligence Analysts,Epic Systems,2.E.9.i,Medical software,Y,N,Epic Systems
15-2051.01,Business Intelligence Analysts,ESRI ArcGIS software,2.E.8.h,Geographic information system,Y,N,ESRI ArcGIS software
15-2051.01,Business Intelligence Analysts,Ext JS,2.E.7.h,Web platform development software,N,N,Ext JS
15-2051.01,Business Intelligence Analysts,Extensible hypertext markup language XHTML,2.E.7.h,Web platform development software,N,N,Extensible hypertext markup language XHTML
15-2051.01,Business Intelligence Analysts,Extensible markup language XML,2.E.7.c,Enterprise application integration software,Y,N,Extensible markup language XML
15-2051.01,Business Intelligence Analysts,Facebook,2.E.4.g,Web page creation and editing software,Y,N,Facebook
15-2051.01,Business Intelligence Analysts,FileMaker Pro,2.E.6.f,Data base user interface and query software,N,N,FileMaker Pro
15-2051.01,Business Intelligence Analysts,Fund accounting software,2.E.2.a,Accounting software,N,N,Fund accounting software
15-2051.01,Business Intelligence Analysts,Geographic information system GIS software,2.E.8.h,Geographic information system,N,N,Geographic information system GIS software
15-2051.01,Business Intelligence Analysts,Git,2.E.5.c,File versioning software,Y,N,Git
15-2051.01,Business Intelligence Analysts,GitHub,2.E.10.a,Application server software,Y,N,GitHub
15-2051.01,Business Intelligence Analysts,Go,2.E.7.b,Development environment software,Y,N,Go
15-2051.01,Business Intelligence Analysts,Google Ads,2.E.1.l,Sales and marketing software,N,N,Google Ads
15-2051.01,Business Intelligence Analysts,Google Analytics,2.E.6.g,Data mining software,Y,N,Google Analytics
15-2051.01,Business Intelligence Analysts,Google Docs,2.E.4.d,Word processing software,Y,N,Google Docs
15-2051.01,Business Intelligence Analysts,Google Looker Analytics,2.E.6.m,Business intelligence and data analysis software,Y,N,Google Looker Analytics
15-2051.01,Business Intelligence Analysts,Google Sites,2.E.4.g,Web page creation and editing software,N,N,Google Sites
15-2051.01,Business Intelligence Analysts,Google Slides,2.E.4.f,Presentation software,N,N,Google Slides
15-2051.01,Business Intelligence Analysts,Healthcare common procedure coding system HCPCS,2.E.9.i,Medical software,N,N,Healthcare common procedure coding system HCPCS
15-2051.01,Business Intelligence Analysts,Hewlett Packard HP-UX,2.E.13.c,Operating system software,N,N,Hewlett Packard HP-UX
15-2051.01,Business Intelligence Analysts,Hewlett Packard LoadRunner,2.E.7.f,Program testing software,N,N,Hewlett Packard LoadRunner
15-2051.01,Business Intelligence Analysts,Hibernate ORM,2.E.6.j,Object oriented data base management software,Y,N,Hibernate ORM
15-2051.01,Business Intelligence Analysts,Human resource management software HRMS,2.E.1.c,Human resources software,N,N,Human resource management software HRMS
15-2051.01,Business Intelligence Analysts,Hypertext markup language HTML,2.E.7.h,Web platform development software,Y,N,Hypertext markup language HTML
15-2051.01,Business Intelligence Analysts,IBM Cognos Impromptu,2.E.6.m,Business intelligence and data analysis software,N,N,IBM Cognos Impromptu
15-2051.01,Business Intelligence Analysts,IBM DB2,2.E.6.f,Data base user interface and query software,Y,N,IBM DB2
15-2051.01,Business Intelligence Analysts,IBM Domino,2.E.12.b,Communications server software,N,N,IBM Domino
15-2051.01,Business Intelligence Analysts,IBM InfoSphere DataStage,2.E.7.c,Enterprise application integration software,N,N,IBM InfoSphere DataStage
15-2051.01,Business Intelligence Analysts,IBM Notes,2.E.16.a,Electronic mail software,N,N,IBM Notes
15-2051.01,Business Intelligence Analysts,IBM Power Systems software,2.E.17.a,Enterprise system management software,N,N,IBM Power Systems software
15-2051.01,Business Intelligence Analysts,IBM SPSS Statistics,2.E.9.d,Analytical or scientific software,Y,N,IBM SPSS Statistics
15-2051.01,Business Intelligence Analysts,IBM Unica Enterprise,2.E.2.d,Financial analysis software,N,N,IBM Unica Enterprise
15-2051.01,Business Intelligence Analysts,IBM WebSphere,2.E.11.e,Cloud-based management software,N,N,IBM WebSphere
15-2051.01,Business Intelligence Analysts,Informatica Data Explorer,2.E.6.g,Data mining software,N,N,Informatica Data Explorer
15-2051.01,Business Intelligence Analysts,Informatica software,2.E.6.i,Metadata management software,Y,N,Informatica software
15-2051.01,Business Intelligence Analysts,Information Builders WebFOCUS,2.E.6.e,Data base reporting software,N,N,Information Builders WebFOCUS
15-2051.01,Business Intelligence Analysts,Integrated development environment IDE software,2.E.7.b,Development environment software,N,N,Integrated development environment IDE software
15-2051.01,Business Intelligence Analysts,JavaScript,2.E.7.h,Web platform development software,Y,N,JavaScript
15-2051.01,Business Intelligence Analysts,JavaScript Object Notation JSON,2.E.7.h,Web platform development software,Y,N,JavaScript Object Notation JSON
15-2051.01,Business Intelligence Analysts,Job control language JCL,2.E.13.c,Operating system software,N,N,Job control language JCL
15-2051.01,Business Intelligence Analysts,jQuery,2.E.7.e,Object or component oriented development software,Y,N,jQuery
15-2051.01,Business Intelligence Analysts,Jupyter Notebook,2.E.7.e,Object or component oriented development software,N,N,Jupyter Notebook
15-2051.01,Business Intelligence Analysts,KornShell,2.E.13.c,Operating system software,N,N,KornShell
15-2051.01,Business Intelligence Analysts,LexisNexis,2.E.6.h,Information retrieval or search software,N,N,LexisNexis
15-2051.01,Business Intelligence Analysts,Linux,2.E.13.c,Operating system software,Y,N,Linux
15-2051.01,Business Intelligence Analysts,Marketo Marketing Automation,2.E.1.l,Sales and marketing software,Y,N,Marketo Marketing Automation
15-2051.01,Business Intelligence Analysts,McAfee,2.E.14.d,Transaction security and virus protection software,N,N,McAfee
15-2051.01,Business Intelligence Analysts,Medical condition coding software,2.E.9.i,Medical software,N,N,Medical condition coding software
15-2051.01,Business Intelligence Analysts,Medical procedure coding software,2.E.9.i,Medical software,N,N,Medical procedure coding software
15-2051.01,Business Intelligence Analysts,MEDITECH software,2.E.9.i,Medical software,Y,N,MEDITECH software
15-2051.01,Business Intelligence Analysts,Microsoft .NET Framework,2.E.7.b,Development environment software,Y,N,Microsoft .NET Framework
15-2051.01,Business Intelligence Analysts,Microsoft Access,2.E.6.f,Data base user interface and query software,Y,N,Microsoft Access
15-2051.01,Business Intelligence Analysts,Microsoft Active Server Pages ASP,2.E.7.h,Web platform development software,Y,N,Microsoft Active Server Pages ASP
15-2051.01,Business Intelligence Analysts,Microsoft ActiveX,2.E.7.e,Object or component oriented development software,N,N,Microsoft ActiveX
15-2051.01,Business Intelligence Analysts,Microsoft ASP.NET,2.E.7.h,Web platform development software,Y,N,Microsoft ASP.NET
15-2051.01,Business Intelligence Analysts,Microsoft Azure software,2.E.7.b,Development environment software,Y,Y,Microsoft Azure software
15-2051.01,Business Intelligence Analysts,Microsoft Dynamics,2.E.2.b,Enterprise resource planning ERP software,N,N,Microsoft Dynamics
15-2051.01,Business Intelligence Analysts,Microsoft Dynamics GP,2.E.2.b,Enterprise resource planning ERP software,N,N,Microsoft Dynamics GP
15-2051.01,Business Intelligence Analysts,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,Y,Microsoft Excel
15-2051.01,Business Intelligence Analysts,Microsoft Exchange,2.E.16.a,Electronic mail software,N,N,Microsoft Exchange
15-2051.01,Business Intelligence Analysts,Microsoft Office software,2.E.1.k,Office suite software,Y,Y,Microsoft Office software
15-2051.01,Business Intelligence Analysts,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,N,Microsoft Outlook
15-2051.01,Business Intelligence Analysts,Microsoft Power Automate,2.E.7.c,Enterprise application integration software,Y,N,Microsoft Power Automate
15-2051.01,Business Intelligence Analysts,Microsoft Power BI,2.E.6.m,Business intelligence and data analysis software,Y,Y,Microsoft Power BI
15-2051.01,Business Intelligence Analysts,Microsoft Power Platform software,2.E.7.c,Enterprise application integration software,Y,N,Microsoft Power Platform software
15-2051.01,Business Intelligence Analysts,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,Y,Microsoft PowerPoint
15-2051.01,Business Intelligence Analysts,Microsoft PowerShell,2.E.7.b,Development environment software,Y,N,Microsoft PowerShell
15-2051.01,Business Intelligence Analysts,Microsoft Proclarity,2.E.6.e,Data base reporting software,N,N,Microsoft Proclarity
15-2051.01,Business Intelligence Analysts,Microsoft Project,2.E.1.e,Project management software,Y,N,Microsoft Project
15-2051.01,Business Intelligence Analysts,Microsoft Publisher,2.E.4.k,Desktop publishing software,N,N,Microsoft Publisher
15-2051.01,Business Intelligence Analysts,Microsoft SharePoint,2.E.5.b,Document management software,Y,N,Microsoft SharePoint
15-2051.01,Business Intelligence Analysts,Microsoft SQL Server,2.E.6.f,Data base user interface and query software,Y,N,Microsoft SQL Server
15-2051.01,Business Intelligence Analysts,Microsoft SQL Server Integration Services SSIS,2.E.7.c,Enterprise application integration software,Y,N,Microsoft SQL Server Integration Services SSIS
15-2051.01,Business Intelligence Analysts,Microsoft SQL Server Reporting Services SSRS,2.E.6.e,Data base reporting software,Y,N,Microsoft SQL Server Reporting Services SSRS
15-2051.01,Business Intelligence Analysts,Microsoft Visio,2.E.1.p,Process mapping and design software,Y,N,Microsoft Visio
15-2051.01,Business Intelligence Analysts,Microsoft Visual Basic,2.E.7.b,Development environment software,Y,N,Microsoft Visual Basic
15-2051.01,Business Intelligence Analysts,Microsoft Visual Basic for Applications VBA,2.E.7.b,Development environment software,Y,N,Microsoft Visual Basic for Applications VBA
15-2051.01,Business Intelligence Analysts,Microsoft Visual Basic Scripting Edition VBScript,2.E.7.b,Development environment software,N,N,Microsoft Visual Basic Scripting Edition VBScript
15-2051.01,Business Intelligence Analysts,Microsoft Visual Studio,2.E.7.b,Development environment software,Y,N,Microsoft Visual Studio
15-2051.01,Business Intelligence Analysts,Microsoft Windows Server,2.E.13.c,Operating system software,Y,N,Microsoft Windows Server
15-2051.01,Business Intelligence Analysts,Microsoft Word,2.E.4.d,Word processing software,Y,N,Microsoft Word
15-2051.01,Business Intelligence Analysts,MicroStrategy,2.E.6.m,Business intelligence and data analysis software,N,N,MicroStrategy
15-2051.01,Business Intelligence Analysts,Minitab,2.E.9.d,Analytical or scientific software,N,N,Minitab
15-2051.01,Business Intelligence Analysts,MongoDB,2.E.6.d,Data base management system software,Y,N,MongoDB
15-2051.01,Business Intelligence Analysts,MySQL,2.E.6.d,Data base management system software,Y,N,MySQL
15-2051.01,Business Intelligence Analysts,Nagios,2.E.11.a,Network monitoring software,N,N,Nagios
15-2051.01,Business Intelligence Analysts,NetSuite ERP,2.E.2.b,Enterprise resource planning ERP software,N,N,NetSuite ERP
15-2051.01,Business Intelligence Analysts,NortonLifeLock cybersecurity software,2.E.14.d,Transaction security and virus protection software,N,N,NortonLifeLock cybersecurity software
15-2051.01,Business Intelligence Analysts,NoSQL,2.E.6.d,Data base management system software,Y,N,NoSQL
15-2051.01,Business Intelligence Analysts,Oracle Business Intelligence Enterprise Edition,2.E.6.m,Business intelligence and data analysis software,N,N,Oracle Business Intelligence Enterprise Edition
15-2051.01,Business Intelligence Analysts,Oracle Cloud software,2.E.11.e,Cloud-based management software,Y,N,Oracle Cloud software
15-2051.01,Business Intelligence Analysts,Oracle Database,2.E.6.f,Data base user interface and query software,Y,N,Oracle Database
15-2051.01,Business Intelligence Analysts,Oracle E-Business Suite Financials,2.E.2.d,Financial analysis software,N,N,Oracle E-Business Suite Financials
15-2051.01,Business Intelligence Analysts,Oracle Eloqua,2.E.6.c,Customer relationship management CRM software,N,N,Oracle Eloqua
15-2051.01,Business Intelligence Analysts,Oracle Essbase,2.E.6.f,Data base user interface and query software,N,N,Oracle Essbase
15-2051.01,Business Intelligence Analysts,Oracle Fusion Applications,2.E.2.b,Enterprise resource planning ERP software,N,N,Oracle Fusion Applications
15-2051.01,Business Intelligence Analysts,Oracle Hyperion,2.E.2.b,Enterprise resource planning ERP software,N,N,Oracle Hyperion
15-2051.01,Business Intelligence Analysts,Oracle Java,2.E.7.e,Object or component oriented development software,Y,N,Oracle Java
15-2051.01,Business Intelligence Analysts,Oracle JavaServer Pages JSP,2.E.7.h,Web platform development software,N,N,Oracle JavaServer Pages JSP
15-2051.01,Business Intelligence Analysts,Oracle JD Edwards EnterpriseOne,2.E.2.b,Enterprise resource planning ERP software,N,N,Oracle JD Edwards EnterpriseOne
15-2051.01,Business Intelligence Analysts,Oracle JDBC,2.E.6.f,Data base user interface and query software,N,N,Oracle JDBC
15-2051.01,Business Intelligence Analysts,Oracle PeopleSoft,2.E.2.b,Enterprise resource planning ERP software,Y,N,Oracle PeopleSoft
15-2051.01,Business Intelligence Analysts,Oracle PeopleSoft Financials,2.E.2.b,Enterprise resource planning ERP software,N,N,Oracle PeopleSoft Financials
15-2051.01,Business Intelligence Analysts,Oracle PL/SQL,2.E.6.d,Data base management system software,Y,N,Oracle PL/SQL
15-2051.01,Business Intelligence Analysts,Oracle Primavera Enterprise Project Portfolio Management,2.E.1.e,Project management software,Y,N,Oracle Primavera Enterprise Project Portfolio Management
15-2051.01,Business Intelligence Analysts,Oracle Siebel Marketing Resource Management,2.E.6.c,Customer relationship management CRM software,N,N,Oracle Siebel Marketing Resource Management
15-2051.01,Business Intelligence Analysts,Oracle Solaris,2.E.13.c,Operating system software,N,N,Oracle Solaris
15-2051.01,Business Intelligence Analysts,Oracle SQL Developer,2.E.7.b,Development environment software,Y,N,Oracle SQL Developer
15-2051.01,Business Intelligence Analysts,Oracle Taleo,2.E.1.c,Human resources software,N,N,Oracle Taleo
15-2051.01,Business Intelligence Analysts,Oracle WebLogic Server,2.E.10.a,Application server software,N,N,Oracle WebLogic Server
15-2051.01,Business Intelligence Analysts,Panorama NovaView,2.E.6.e,Data base reporting software,N,N,Panorama NovaView
15-2051.01,Business Intelligence Analysts,Perl,2.E.7.e,Object or component oriented development software,Y,N,Perl
15-2051.01,Business Intelligence Analysts,PHP,2.E.7.h,Web platform development software,Y,N,PHP
15-2051.01,Business Intelligence Analysts,PostgreSQL,2.E.6.j,Object oriented data base management software,Y,N,PostgreSQL
15-2051.01,Business Intelligence Analysts,PTC Creo Parametric,2.E.9.c,Computer aided design CAD software,N,N,PTC Creo Parametric
15-2051.01,Business Intelligence Analysts,Python,2.E.7.e,Object or component oriented development software,Y,Y,Python
15-2051.01,Business Intelligence Analysts,Qlik Tech QlikView,2.E.6.m,Business intelligence and data analysis software,N,N,Qlik Tech QlikView
15-2051.01,Business Intelligence Analysts,Quest Erwin Data Modeler,2.E.6.i,Metadata management software,N,N,Quest Erwin Data Modeler
15-2051.01,Business Intelligence Analysts,R,2.E.7.e,Object or component oriented development software,Y,Y,R
15-2051.01,Business Intelligence Analysts,Red Hat Enterprise Linux,2.E.13.c,Operating system software,Y,N,Red Hat Enterprise Linux
15-2051.01,Business Intelligence Analysts,Red Hat WildFly,2.E.10.a,Application server software,N,N,Red Hat WildFly
15-2051.01,Business Intelligence Analysts,Relational database management software,2.E.6.d,Data base management system software,N,N,Relational database management software
15-2051.01,Business Intelligence Analysts,Reporting software,2.E.6.e,Data base reporting software,N,N,Reporting software
15-2051.01,Business Intelligence Analysts,Rogue Wave Software IMSL Numerical Libraries,2.E.9.d,Analytical or scientific software,N,N,Rogue Wave Software IMSL Numerical Libraries
15-2051.01,Business Intelligence Analysts,Ruby,2.E.7.b,Development environment software,Y,N,Ruby
15-2051.01,Business Intelligence Analysts,Ruby on Rails,2.E.7.h,Web platform development software,N,N,Ruby on Rails
15-2051.01,Business Intelligence Analysts,Salesforce software,2.E.6.c,Customer relationship management CRM software,Y,Y,Salesforce software
15-2051.01,Business Intelligence Analysts,Salesforce Visualforce,2.E.7.d,Graphical user interface development software,N,N,Salesforce Visualforce
15-2051.01,Business Intelligence Analysts,SAP Business Objects,2.E.2.b,Enterprise resource planning ERP software,N,N,SAP Business Objects
15-2051.01,Business Intelligence Analysts,SAP BusinessObjects Data Integrator,2.E.7.c,Enterprise application integration software,N,N,SAP BusinessObjects Data Integrator
15-2051.01,Business Intelligence Analysts,SAP Crystal Reports,2.E.6.e,Data base reporting software,N,N,SAP Crystal Reports
15-2051.01,Business Intelligence Analysts,SAP ERP,2.E.2.b,Enterprise resource planning ERP software,Y,N,SAP ERP
15-2051.01,Business Intelligence Analysts,SAP NetWeaver BW,2.E.6.g,Data mining software,N,N,SAP NetWeaver BW
15-2051.01,Business Intelligence Analysts,SAP software,2.E.2.b,Enterprise resource planning ERP software,Y,Y,SAP software
15-2051.01,Business Intelligence Analysts,SAS,2.E.9.d,Analytical or scientific software,Y,Y,SAS
15-2051.01,Business Intelligence Analysts,Scala,2.E.7.e,Object or component oriented development software,Y,N,Scala
15-2051.01,Business Intelligence Analysts,Shell script,2.E.13.c,Operating system software,Y,N,Shell script
15-2051.01,Business Intelligence Analysts,SiSense Prism,2.E.6.e,Data base reporting software,N,N,SiSense Prism
15-2051.01,Business Intelligence Analysts,Skype,2.E.10.b,Desktop communications software,N,N,Skype
15-2051.01,Business Intelligence Analysts,Snowflake,2.E.6.g,Data mining software,Y,Y,Snowflake
15-2051.01,Business Intelligence Analysts,Splunk Enterprise,2.E.11.e,Cloud-based management software,Y,N,Splunk Enterprise
15-2051.01,Business Intelligence Analysts,StataCorp Stata,2.E.9.d,Analytical or scientific software,N,N,StataCorp Stata
15-2051.01,Business Intelligence Analysts,Structured query language SQL,2.E.6.f,Data base user interface and query software,Y,Y,Structured query language SQL
15-2051.01,Business Intelligence Analysts,Swift,2.E.7.e,Object or component oriented development software,Y,N,Swift
15-2051.01,Business Intelligence Analysts,Tableau,2.E.6.m,Business intelligence and data analysis software,Y,Y,Tableau
15-2051.01,Business Intelligence Analysts,Tax software,2.E.2.a,Accounting software,N,N,Tax software
15-2051.01,Business Intelligence Analysts,Teradata Database,2.E.6.d,Data base management system software,Y,N,Teradata Database
15-2051.01,Business Intelligence Analysts,The MathWorks MATLAB,2.E.9.d,Analytical or scientific software,Y,N,The MathWorks MATLAB
15-2051.01,Business Intelligence Analysts,Transact-SQL,2.E.6.f,Data base user interface and query software,Y,N,Transact-SQL
15-2051.01,Business Intelligence Analysts,Ubuntu,2.E.13.c,Operating system software,N,N,Ubuntu
15-2051.01,Business Intelligence Analysts,Unified modeling language UML,2.E.7.g,Requirements analysis and system architecture software,N,N,Unified modeling language UML
15-2051.01,Business Intelligence Analysts,UNIX,2.E.13.c,Operating system software,Y,N,UNIX
15-2051.01,Business Intelligence Analysts,UNIX Shell,2.E.13.c,Operating system software,Y,N,UNIX Shell
15-2051.01,Business Intelligence Analysts,Veritas NetBackup,2.E.15.f,Backup or archival software,N,N,Veritas NetBackup
15-2051.01,Business Intelligence Analysts,Virtual private networking VPN software,2.E.14.c,Network security and virtual private network VPN equipment software,N,N,Virtual private networking VPN software
15-2051.01,Business Intelligence Analysts,Wireshark,2.E.11.a,Network monitoring software,N,N,Wireshark
15-2051.01,Business Intelligence Analysts,YouTube,2.E.4.c,Video creation and editing software,N,N,YouTube
15-2051.02,Clinical Data Managers,5AM Glassbox Translational Research,2.E.6.f,Data base user interface and query software,N,N,5AM Glassbox Translational Research
15-2051.02,Clinical Data Managers,Allscripts healthcare automation software,2.E.9.i,Medical software,N,N,Allscripts healthcare automation software
15-2051.02,Clinical Data Managers,Autocoders,2.E.6.a,Categorization or classification software,N,N,Autocoders
15-2051.02,Clinical Data Managers,C#,2.E.7.e,Object or component oriented development software,Y,N,C#
15-2051.02,Clinical Data Managers,C++,2.E.7.e,Object or component oriented development software,Y,N,C++
15-2051.02,Clinical Data Managers,Citrix cloud computing software,2.E.12.a,Access software,N,N,Citrix cloud computing software
15-2051.02,Clinical Data Managers,ClearTrial,2.E.6.f,Data base user interface and query software,N,N,ClearTrial
15-2051.02,Clinical Data Managers,Clinical trial management software,2.E.6.f,Data base user interface and query software,N,N,Clinical trial management software
15-2051.02,Clinical Data Managers,Drug coding software,2.E.6.a,Categorization or classification software,N,N,Drug coding software
15-2051.02,Clinical Data Managers,DZS Software Solutions ClinPlus,2.E.6.f,Data base user interface and query software,N,N,DZS Software Solutions ClinPlus
15-2051.02,Clinical Data Managers,Electronic data capture EDC software,2.E.9.d,Analytical or scientific software,N,N,Electronic data capture EDC software
15-2051.02,Clinical Data Managers,ePharmaSolutions eMVR,2.E.6.f,Data base user interface and query software,N,N,ePharmaSolutions eMVR
15-2051.02,Clinical Data Managers,Epic Systems,2.E.9.i,Medical software,Y,Y,Epic Systems
15-2051.02,Clinical Data Managers,EpicCare Ambulatory Electronic Medical Records (EMR) software,2.E.9.i,Medical software,N,N,EpicCare Ambulatory Electronic Medical Records (EMR) software
15-2051.02,Clinical Data Managers,Extensible markup language XML,2.E.7.c,Enterprise application integration software,Y,N,Extensible markup language XML
15-2051.02,Clinical Data Managers,Fortress Medical Clindex,2.E.6.f,Data base user interface and query software,N,N,Fortress Medical Clindex
15-2051.02,Clinical Data Managers,Go,2.E.7.b,Development environment software,Y,N,Go
15-2051.02,Clinical Data Managers,IBM SPSS Statistics,2.E.9.d,Analytical or scientific software,Y,N,IBM SPSS Statistics
15-2051.02,Clinical Data Managers,InforSense InforSense,2.E.6.f,Data base user interface and query software,N,N,InforSense InforSense
15-2051.02,Clinical Data Managers,Invivo Data EPX ePRO Management System,2.E.6.f,Data base user interface and query software,N,N,Invivo Data EPX ePRO Management System
15-2051.02,Clinical Data Managers,KIKA Veracity,2.E.6.f,Data base user interface and query software,N,N,KIKA Veracity
15-2051.02,Clinical Data Managers,Medidata Rave Data Management,2.E.6.f,Data base user interface and query software,N,N,Medidata Rave Data Management
15-2051.02,Clinical Data Managers,MEDITECH software,2.E.9.i,Medical software,Y,N,MEDITECH software
15-2051.02,Clinical Data Managers,Merge Healthcare eTrials,2.E.6.f,Data base user interface and query software,N,N,Merge Healthcare eTrials
15-2051.02,Clinical Data Managers,Microsoft Access,2.E.6.f,Data base user interface and query software,Y,N,Microsoft Access
15-2051.02,Clinical Data Managers,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,Y,Microsoft Excel
15-2051.02,Clinical Data Managers,Microsoft Office software,2.E.1.k,Office suite software,Y,Y,Microsoft Office software
15-2051.02,Clinical Data Managers,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,Y,Microsoft PowerPoint
15-2051.02,Clinical Data Managers,Microsoft Project,2.E.1.e,Project management software,Y,N,Microsoft Project
15-2051.02,Clinical Data Managers,Microsoft SharePoint,2.E.5.b,Document management software,Y,N,Microsoft SharePoint
15-2051.02,Clinical Data Managers,Microsoft SQL Server,2.E.6.f,Data base user interface and query software,Y,N,Microsoft SQL Server
15-2051.02,Clinical Data Managers,Microsoft Visio,2.E.1.p,Process mapping and design software,Y,N,Microsoft Visio
15-2051.02,Clinical Data Managers,Microsoft Visual Basic,2.E.7.b,Development environment software,Y,N,Microsoft Visual Basic
15-2051.02,Clinical Data Managers,Microsoft Word,2.E.4.d,Word processing software,Y,N,Microsoft Word
15-2051.02,Clinical Data Managers,OpenClinica,2.E.6.f,Data base user interface and query software,N,N,OpenClinica
15-2051.02,Clinical Data Managers,Oracle Clinical,2.E.6.f,Data base user interface and query software,N,N,Oracle Clinical
15-2051.02,Clinical Data Managers,Oracle Java,2.E.7.e,Object or component oriented development software,Y,N,Oracle Java
15-2051.02,Clinical Data Managers,Oracle Remote Data Capture,2.E.9.d,Analytical or scientific software,N,N,Oracle Remote Data Capture
15-2051.02,Clinical Data Managers,Oracle SQL Loader,2.E.6.e,Data base reporting software,N,N,Oracle SQL Loader
15-2051.02,Clinical Data Managers,Patient tracking software,2.E.6.f,Data base user interface and query software,N,N,Patient tracking software
15-2051.02,Clinical Data Managers,PercipEnz Technologies OnCore-Clinical Research Management OnCore-CRM,2.E.6.f,Data base user interface and query software,N,N,PercipEnz Technologies OnCore-Clinical Research Management OnCore-CRM
15-2051.02,Clinical Data Managers,Phase Forward Clintrial,2.E.6.f,Data base user interface and query software,N,N,Phase Forward Clintrial
15-2051.02,Clinical Data Managers,PPD eLoader,2.E.6.f,Data base user interface and query software,N,N,PPD eLoader
15-2051.02,Clinical Data Managers,Relational database management software,2.E.6.d,Data base management system software,N,N,Relational database management software
15-2051.02,Clinical Data Managers,Relational database software,2.E.6.f,Data base user interface and query software,N,N,Relational database software
15-2051.02,Clinical Data Managers,SAP BusinessObjects Crystal Reports,2.E.6.e,Data base reporting software,N,N,SAP BusinessObjects Crystal Reports
15-2051.02,Clinical Data Managers,SAP Crystal Reports,2.E.6.e,Data base reporting software,N,N,SAP Crystal Reports
15-2051.02,Clinical Data Managers,SAS,2.E.9.d,Analytical or scientific software,Y,N,SAS
15-2051.02,Clinical Data Managers,SAS JMP,2.E.9.d,Analytical or scientific software,N,N,SAS JMP
15-2051.02,Clinical Data Managers,Sierra Scientific Software CRIS,2.E.6.f,Data base user interface and query software,N,N,Sierra Scientific Software CRIS
15-2051.02,Clinical Data Managers,Structured query language SQL,2.E.6.f,Data base user interface and query software,Y,Y,Structured query language SQL
15-2051.02,Clinical Data Managers,StudyManager Sponsor Edition,2.E.6.f,Data base user interface and query software,N,N,StudyManager Sponsor Edition
15-2051.02,Clinical Data Managers,SyMetric Sciences SyMetric,2.E.6.f,Data base user interface and query software,N,N,SyMetric Sciences SyMetric
15-2051.02,Clinical Data Managers,Teradata Database,2.E.6.d,Data base management system software,Y,N,Teradata Database
15-2051.02,Clinical Data Managers,TOPAZ Enterprise Software Suite,2.E.6.f,Data base user interface and query software,N,N,TOPAZ Enterprise Software Suite
15-2099.01,Bioinformatics Technicians,Apache Subversion SVN,2.E.5.c,File versioning software,Y,N,Apache Subversion SVN
15-2099.01,Bioinformatics Technicians,Atlassian Bamboo,2.E.7.c,Enterprise application integration software,N,N,Atlassian Bamboo
15-2099.01,Bioinformatics Technicians,Avaya Identity Engines,2.E.12.a,Access software,N,N,Avaya Identity Engines
15-2099.01,Bioinformatics Technicians,Basic Local Alignment Search Tool BLAST,2.E.9.d,Analytical or scientific software,N,N,Basic Local Alignment Search Tool BLAST
15-2099.01,Bioinformatics Technicians,Bioconductor,2.E.9.d,Analytical or scientific software,N,N,Bioconductor
15-2099.01,Bioinformatics Technicians,Bowtie,2.E.9.d,Analytical or scientific software,N,N,Bowtie
15-2099.01,Bioinformatics Technicians,Burrows-Wheeler Aligner BWA,2.E.9.d,Analytical or scientific software,N,N,Burrows-Wheeler Aligner BWA
15-2099.01,Bioinformatics Technicians,C,2.E.7.b,Development environment software,Y,N,C
15-2099.01,Bioinformatics Technicians,C++,2.E.7.e,Object or component oriented development software,Y,N,C++
15-2099.01,Bioinformatics Technicians,ClustalW,2.E.9.d,Analytical or scientific software,N,N,ClustalW
15-2099.01,Bioinformatics Technicians,Cufflinks,2.E.9.d,Analytical or scientific software,N,N,Cufflinks
15-2099.01,Bioinformatics Technicians,Data visualization software,2.E.9.d,Analytical or scientific software,N,N,Data visualization software
15-2099.01,Bioinformatics Technicians,Esri ArcGIS,2.E.8.h,Geographic information system,N,N,Esri ArcGIS
