EmployeeNumber,JobRole,ONET_SOC_Code,Skill_Name,Skill_Type
829,Human Resources,13-1071.00,Sendouts Recruiting,Software
829,Human Resources,13-1071.00,Teradata Database,Software
829,Human Resources,13-1071.00,Oracle Fusion Applications,Software
829,Human Resources,13-1071.00,eQuest,Software
829,Human Resources,13-1071.00,Oracle Taleo,Software
829,Human Resources,13-1071.00,Online databases,Software
829,Human Resources,13-1071.00,Microsoft Visio,Software
829,Human Resources,13-1071.00,StaffingSoft Staffing Edition,Software
829,Human Resources,13-1071.00,Google Analytics,Software
829,Human Resources,13-1071.00,Facebook,Software
829,Human Resources,13-1071.00,Microsoft Project,Software
829,Human Resources,13-1071.00,Human resource information system (HRIS),Software
829,Human Resources,13-1071.00,Oracle JD Edwards EnterpriseOne,Software
829,Human Resources,13-1071.00,ADP Workforce Now,Software
829,Human Resources,13-1071.00,Industrial Code Recruitpoint.net,Software
829,Human Resources,13-1071.00,PowerPlace Professional,Software
829,Human Resources,13-1071.00,Microsoft Visual Basic for Applications VBA,Software
829,Human Resources,13-1071.00,Oracle Business Intelligence Enterprise Edition,Software
829,Human Resources,13-1071.00,Adobe Acrobat,Software
829,Human Resources,13-1071.00,Kronos Workforce HR,Software
829,Human Resources,13-1071.00,Resume processing software,Software
829,Human Resources,13-1071.00,LexisNexis,Software
829,Human Resources,13-1071.00,Microsoft Dynamics GP,Software
829,Human Resources,13-1071.00,Bond International Adapt Staffing,Software
829,Human Resources,13-1071.00,VCG Pointwing,Software
829,Human Resources,13-1071.00,GoBackgrounds,Software
829,Human Resources,13-1071.00,StataCorp Stata,Software
829,Human Resources,13-1071.00,IBM Domino,Software
829,Human Resources,13-1071.00,Web browser software,Software
829,Human Resources,13-1071.00,BlackDog Recruiting,Software
830,Manufacturing Director,11-1021.00,Learning Strategies,Essential
830,Manufacturing Director,11-1021.00,Science,Essential
830,Manufacturing Director,11-1021.00,Active Learning,Essential
830,Manufacturing Director,11-1021.00,Reading Comprehension,Essential
830,Manufacturing Director,11-1021.00,Monitoring,Essential
830,Manufacturing Director,11-1021.00,Writing,Essential
830,Manufacturing Director,11-1021.00,Critical Thinking,Essential
830,Manufacturing Director,11-1021.00,Dynamic Energy Systems MedAct,Software
830,Manufacturing Director,11-1021.00,IBM Cognos Impromptu,Software
830,Manufacturing Director,11-1021.00,InnQuest Software roomMaster,Software
830,Manufacturing Director,11-1021.00,Microsoft PowerPoint,Software
830,Manufacturing Director,11-1021.00,IBM Domino,Software
830,Manufacturing Director,11-1021.00,Adobe Creative Cloud software,Software
830,Manufacturing Director,11-1021.00,Qlik Tech QlikView,Software
830,Manufacturing Director,11-1021.00,HubSpot software,Software
830,Manufacturing Director,11-1021.00,Personnel scheduling software,Software
830,Manufacturing Director,11-1021.00,Delphi Technology,Software
830,Manufacturing Director,11-1021.00,Avidian Technologies Prophet,Software
830,Manufacturing Director,11-1021.00,Extensible markup language XML,Software
830,Manufacturing Director,11-1021.00,Realization Streamliner,Software
830,Manufacturing Director,11-1021.00,Citrix cloud computing software,Software
830,Manufacturing Director,11-1021.00,Quest Erwin Data Modeler,Software
830,Manufacturing Director,11-1021.00,Airtable,Software
830,Manufacturing Director,11-1021.00,Deacom ERP,Software
830,Manufacturing Director,11-1021.00,Oracle Taleo,Software
830,Manufacturing Director,11-1021.00,Blackboard software,Software
830,Manufacturing Director,11-1021.00,Apple macOS,Software
830,Manufacturing Director,11-1021.00,Oracle PeopleSoft Financials,Software
830,Manufacturing Director,11-1021.00,Tax software,Software
830,Manufacturing Director,11-1021.00,Kronos Workforce Payroll,Software
830,Manufacturing Director,11-1021.00,Oracle Solaris,Software
830,Manufacturing Director,11-1021.00,Microsoft Outlook,Software
830,Manufacturing Director,11-1021.00,Microsoft Publisher,Software
830,Manufacturing Director,11-1021.00,R,Software
830,Manufacturing Director,11-1021.00,IBM InfoSphere DataStage,Software
830,Manufacturing Director,11-1021.00,Oracle Business Intelligence Enterprise Edition,Software
830,Manufacturing Director,11-1021.00,Siemens NX,Software
830,Manufacturing Director,11-1021.00,SeaMonkey,Software
830,Manufacturing Director,11-1021.00,SAP Crystal Reports,Software
830,Manufacturing Director,11-1021.00,ADP Workforce Now,Software
830,Manufacturing Director,11-1021.00,Mozilla Thunderbird,Software
830,Manufacturing Director,11-1021.00,Google Analytics,Software
830,Manufacturing Director,11-1021.00,Shell script,Software
830,Manufacturing Director,11-1021.00,Oracle Hyperion,Software
830,Manufacturing Director,11-1021.00,Intuit QuickBooks,Software
830,Manufacturing Director,11-1021.00,MicroStrategy,Software
830,Manufacturing Director,11-1021.00,Microsoft FrontPage,Software
830,Manufacturing Director,11-1021.00,The MathWorks MATLAB,Software
830,Manufacturing Director,11-1021.00,NetSuite NetCRM,Software
830,Manufacturing Director,11-1021.00,Nagios,Software
830,Manufacturing Director,11-1021.00,Salesforce.com Salesforce CRM,Software
830,Manufacturing Director,11-1021.00,Microsoft Office software,Software
830,Manufacturing Director,11-1021.00,Oracle Primavera Enterprise Project Portfolio Management,Software
830,Manufacturing Director,11-1021.00,LinkedIn,Software
830,Manufacturing Director,11-1021.00,YouTube,Software
830,Manufacturing Director,11-1021.00,Oracle JD Edwards EnterpriseOne,Software
830,Manufacturing Director,11-1021.00,Database software,Software
830,Manufacturing Director,11-1021.00,Evernote,Software
830,Manufacturing Director,11-1021.00,Microsoft Dynamics,Software
830,Manufacturing Director,11-1021.00,NortonLifeLock cybersecurity software,Software
830,Manufacturing Director,11-1021.00,Apache Hadoop,Software
830,Manufacturing Director,11-1021.00,ActionWare,Software
830,Manufacturing Director,11-1021.00,Google Docs,Software
830,Manufacturing Director,11-1021.00,Oracle Database,Software
830,Manufacturing Director,11-1021.00,PostgreSQL,Software
830,Manufacturing Director,11-1021.00,Eko,Software
830,Manufacturing Director,11-1021.00,Microsoft Word,Software
830,Manufacturing Director,11-1021.00,Apple Final Cut Pro,Software
830,Manufacturing Director,11-1021.00,AMG Teleran SalesInSync,Software
830,Manufacturing Director,11-1021.00,Microsoft Access,Software
830,Manufacturing Director,11-1021.00,Tableau,Software
830,Manufacturing Director,11-1021.00,Supervisory control and data acquisition SCADA software,Software
830,Manufacturing Director,11-1021.00,Google Slides,Software
830,Manufacturing Director,11-1021.00,Microsoft OneNote,Software
830,Manufacturing Director,11-1021.00,Medical condition coding software,Software
830,Manufacturing Director,11-1021.00,Salesforce software,Software
830,Manufacturing Director,11-1021.00,Savant MobileRanger,Software
830,Manufacturing Director,11-1021.00,Teradata Database,Software
830,Manufacturing Director,11-1021.00,SAP software,Software
830,Manufacturing Director,11-1021.00,Marketo Marketing Automation,Software
830,Manufacturing Director,11-1021.00,SAS,Software
830,Manufacturing Director,11-1021.00,Yardi software,Software
830,Manufacturing Director,11-1021.00,Microsoft Dynamics GP,Software
830,Manufacturing Director,11-1021.00,SAP Business Objects,Software
830,Manufacturing Director,11-1021.00,Dropbox,Software
830,Manufacturing Director,11-1021.00,Microsoft Visio,Software
830,Manufacturing Director,11-1021.00,McAfee,Software
830,Manufacturing Director,11-1021.00,Structured query language SQL,Software
830,Manufacturing Director,11-1021.00,Google Drive,Software
830,Manufacturing Director,11-1021.00,Oracle PeopleSoft,Software
830,Manufacturing Director,11-1021.00,Blackbaud The Raiser's Edge,Software
830,Manufacturing Director,11-1021.00,Microsoft SQL Server,Software
830,Manufacturing Director,11-1021.00,IBM Notes,Software
830,Manufacturing Director,11-1021.00,HEAT Software GoldMine,Software
830,Manufacturing Director,11-1021.00,FileMaker Pro,Software
830,Manufacturing Director,11-1021.00,Autodesk AutoCAD,Software
830,Manufacturing Director,11-1021.00,Kronos Workforce Timekeeper,Software
830,Manufacturing Director,11-1021.00,Mozilla Firefox,Software
832,Laboratory Technician,29-2012.00,Learning Strategies,Essential
832,Laboratory Technician,29-2012.00,Reading Comprehension,Essential
832,Laboratory Technician,29-2012.00,Mathematics,Essential
832,Laboratory Technician,29-2012.00,Speaking,Essential
832,Laboratory Technician,29-2012.00,Critical Thinking,Essential
832,Laboratory Technician,29-2012.00,Writing,Essential
832,Laboratory Technician,29-2012.00,Science,Essential
832,Laboratory Technician,29-2012.00,Quizlet,Software
832,Laboratory Technician,29-2012.00,Billing software,Software
832,Laboratory Technician,29-2012.00,Microsoft Outlook,Software
832,Laboratory Technician,29-2012.00,Medical system integration software,Software
832,Laboratory Technician,29-2012.00,Sunquest Information Systems Sunquest Laboratory,Software
832,Laboratory Technician,29-2012.00,FileMaker Pro,Software
832,Laboratory Technician,29-2012.00,Email software,Software
832,Laboratory Technician,29-2012.00,Microscopic image capturing software,Software
832,Laboratory Technician,29-2012.00,Microsoft Excel,Software
832,Laboratory Technician,29-2012.00,MEDITECH software,Software
832,Laboratory Technician,29-2012.00,Test result delivery software,Software
832,Laboratory Technician,29-2012.00,IBM Notes,Software
832,Laboratory Technician,29-2012.00,Quality control software,Software
832,Laboratory Technician,29-2012.00,Hematology laboratory workflow management software,Software
832,Laboratory Technician,29-2012.00,Medical digital imaging software,Software
832,Laboratory Technician,29-2012.00,Reimbursement screening software,Software
832,Laboratory Technician,29-2012.00,Commercial plate reader software,Software
832,Laboratory Technician,29-2012.00,Microsoft Office software,Software
832,Laboratory Technician,29-2012.00,Microsoft Word,Software
833,Manufacturing Director,11-1021.00,Active Learning,Essential
833,Manufacturing Director,11-1021.00,Reading Comprehension,Essential
833,Manufacturing Director,11-1021.00,Mathematics,Essential
833,Manufacturing Director,11-1021.00,Active Listening,Essential
833,Manufacturing Director,11-1021.00,Writing,Essential
833,Manufacturing Director,11-1021.00,Monitoring,Essential
833,Manufacturing Director,11-1021.00,Science,Essential
833,Manufacturing Director,11-1021.00,Puppet,Software
833,Manufacturing Director,11-1021.00,SeaMonkey,Software
833,Manufacturing Director,11-1021.00,Marketo Marketing Automation,Software
833,Manufacturing Director,11-1021.00,NetSuite NetCRM,Software
833,Manufacturing Director,11-1021.00,Personnel scheduling software,Software
833,Manufacturing Director,11-1021.00,Realization Streamliner,Software
833,Manufacturing Director,11-1021.00,Kronos Workforce Payroll,Software
833,Manufacturing Director,11-1021.00,Datawatch Monarch,Software
833,Manufacturing Director,11-1021.00,Google Docs,Software
833,Manufacturing Director,11-1021.00,Oracle Eloqua,Software
833,Manufacturing Director,11-1021.00,The MathWorks MATLAB,Software
833,Manufacturing Director,11-1021.00,Social media sites,Software
833,Manufacturing Director,11-1021.00,Oracle Hyperion,Software
833,Manufacturing Director,11-1021.00,Extensible markup language XML,Software
833,Manufacturing Director,11-1021.00,Microsoft Dynamics,Software
833,Manufacturing Director,11-1021.00,Evernote,Software
833,Manufacturing Director,11-1021.00,Sage MAS 500,Software
833,Manufacturing Director,11-1021.00,Salesforce software,Software
833,Manufacturing Director,11-1021.00,MicroStrategy,Software
833,Manufacturing Director,11-1021.00,Supervisory control and data acquisition SCADA software,Software
833,Manufacturing Director,11-1021.00,Oracle JD Edwards EnterpriseOne,Software
833,Manufacturing Director,11-1021.00,Kronos Workforce Timekeeper,Software
833,Manufacturing Director,11-1021.00,Avidian Technologies Prophet,Software
833,Manufacturing Director,11-1021.00,Citrix cloud computing software,Software
833,Manufacturing Director,11-1021.00,Microsoft Dynamics GP,Software
833,Manufacturing Director,11-1021.00,Screencastify,Software
833,Manufacturing Director,11-1021.00,Microsoft Project,Software
833,Manufacturing Director,11-1021.00,GroupMe,Software
833,Manufacturing Director,11-1021.00,Microsoft Windows,Software
833,Manufacturing Director,11-1021.00,Oracle PeopleSoft Financials,Software
833,Manufacturing Director,11-1021.00,LexisNexis,Software
833,Manufacturing Director,11-1021.00,McAfee,Software
833,Manufacturing Director,11-1021.00,Microsoft Office software,Software
833,Manufacturing Director,11-1021.00,Blackbaud The Raiser's Edge,Software
833,Manufacturing Director,11-1021.00,Nagios,Software
833,Manufacturing Director,11-1021.00,vtiger CRM,Software
833,Manufacturing Director,11-1021.00,Microsoft OneNote,Software
833,Manufacturing Director,11-1021.00,Database software,Software
833,Manufacturing Director,11-1021.00,Siemens NX,Software
833,Manufacturing Director,11-1021.00,Facebook,Software
833,Manufacturing Director,11-1021.00,InnQuest Software roomMaster,Software
833,Manufacturing Director,11-1021.00,Atlassian JIRA,Software
833,Manufacturing Director,11-1021.00,SAS,Software
833,Manufacturing Director,11-1021.00,Yardi software,Software
833,Manufacturing Director,11-1021.00,Oracle PeopleSoft,Software
833,Manufacturing Director,11-1021.00,Splunk Enterprise,Software
833,Manufacturing Director,11-1021.00,Mozilla Firefox,Software
833,Manufacturing Director,11-1021.00,Adobe Creative Cloud software,Software
833,Manufacturing Director,11-1021.00,FileMaker Pro,Software
833,Manufacturing Director,11-1021.00,Blackboard software,Software
833,Manufacturing Director,11-1021.00,CNC Mastercam,Software
833,Manufacturing Director,11-1021.00,Qlik Tech QlikView,Software
833,Manufacturing Director,11-1021.00,Sugar CRM,Software
833,Manufacturing Director,11-1021.00,LSA Visual Easy Lean,Software
833,Manufacturing Director,11-1021.00,Apple Final Cut Pro,Software
833,Manufacturing Director,11-1021.00,Google Analytics,Software
833,Manufacturing Director,11-1021.00,Dynamic Energy Systems MedAct,Software
833,Manufacturing Director,11-1021.00,Mozilla Thunderbird,Software
833,Manufacturing Director,11-1021.00,SAP Business Objects,Software
833,Manufacturing Director,11-1021.00,Microsoft Visual Basic,Software
833,Manufacturing Director,11-1021.00,Structured query language SQL,Software
833,Manufacturing Director,11-1021.00,Microsoft FrontPage,Software
833,Manufacturing Director,11-1021.00,Eko,Software
833,Manufacturing Director,11-1021.00,YouTube,Software
833,Manufacturing Director,11-1021.00,Airtable,Software
833,Manufacturing Director,11-1021.00,LinkedIn,Software
833,Manufacturing Director,11-1021.00,Slack,Software
833,Manufacturing Director,11-1021.00,ADP Workforce Now,Software
833,Manufacturing Director,11-1021.00,PostgreSQL,Software
833,Manufacturing Director,11-1021.00,Intuit QuickBooks,Software
833,Manufacturing Director,11-1021.00,Google Drive,Software
833,Manufacturing Director,11-1021.00,Quest Erwin Data Modeler,Software
833,Manufacturing Director,11-1021.00,Microsoft Word,Software
833,Manufacturing Director,11-1021.00,Microsoft Visual Basic for Applications VBA,Software
833,Manufacturing Director,11-1021.00,Microsoft Excel,Software
833,Manufacturing Director,11-1021.00,Microsoft Access,Software
833,Manufacturing Director,11-1021.00,SAP software,Software
833,Manufacturing Director,11-1021.00,SAP Crystal Reports,Software
833,Manufacturing Director,11-1021.00,Fund accounting software,Software
833,Manufacturing Director,11-1021.00,Microsoft Publisher,Software
833,Manufacturing Director,11-1021.00,Microsoft SQL Server,Software
833,Manufacturing Director,11-1021.00,Microsoft SharePoint,Software
833,Manufacturing Director,11-1021.00,Oracle Fusion Applications,Software
833,Manufacturing Director,11-1021.00,Savant MobileRanger,Software
833,Manufacturing Director,11-1021.00,Oracle Database,Software
833,Manufacturing Director,11-1021.00,IBM Notes,Software
833,Manufacturing Director,11-1021.00,Payroll software,Software
833,Manufacturing Director,11-1021.00,Apple Keynote,Software
833,Manufacturing Director,11-1021.00,Autodesk AutoCAD,Software
833,Manufacturing Director,11-1021.00,Tax software,Software
833,Manufacturing Director,11-1021.00,IBM SPSS Statistics,Software
834,Research Scientist,19-1029.01,Writing,Essential
834,Research Scientist,19-1029.01,Active Learning,Essential
834,Research Scientist,19-1029.01,Reading Comprehension,Essential
834,Research Scientist,19-1029.01,Monitoring,Essential
834,Research Scientist,19-1029.01,Science,Essential
834,Research Scientist,19-1029.01,Mathematics,Essential
834,Research Scientist,19-1029.01,Speaking,Essential
834,Research Scientist,19-1029.01,Microsoft PowerPoint,Software
834,Research Scientist,19-1029.01,Perl,Software
834,Research Scientist,19-1029.01,Microsoft SQL Server,Software
834,Research Scientist,19-1029.01,RNA sequencing software,Software
834,Research Scientist,19-1029.01,Apache Accumulo,Software
834,Research Scientist,19-1029.01,StataCorp Stata,Software
834,Research Scientist,19-1029.01,User interface design software,Software
834,Research Scientist,19-1029.01,Oracle JavaServer Pages JSP,Software
834,Research Scientist,19-1029.01,Web browser software,Software
834,Research Scientist,19-1029.01,Python,Software
834,Research Scientist,19-1029.01,MySQL,Software
834,Research Scientist,19-1029.01,Microsoft Visual Basic for Applications VBA,Software
834,Research Scientist,19-1029.01,Microsoft Visual Studio,Software
834,Research Scientist,19-1029.01,dbSNP,Software
834,Research Scientist,19-1029.01,Oracle PL/SQL,Software
834,Research Scientist,19-1029.01,PHP,Software
834,Research Scientist,19-1029.01,Extensible markup language XML,Software
834,Research Scientist,19-1029.01,Microsoft Azure software,Software
834,Research Scientist,19-1029.01,C++,Software
834,Research Scientist,19-1029.01,Apache Groovy,Software
834,Research Scientist,19-1029.01,Docker,Software
834,Research Scientist,19-1029.01,Scala,Software
834,Research Scientist,19-1029.01,GenBank,Software
834,Research Scientist,19-1029.01,BLAT,Software
834,Research Scientist,19-1029.01,IBM SPSS Statistics,Software
834,Research Scientist,19-1029.01,jQuery,Software
834,Research Scientist,19-1029.01,Primer3,Software
834,Research Scientist,19-1029.01,GenePattern,Software
834,Research Scientist,19-1029.01,Microsoft Access,Software
834,Research Scientist,19-1029.01,Hypertext markup language HTML,Software
834,Research Scientist,19-1029.01,NCBI RefSeq,Software
834,Research Scientist,19-1029.01,Life Technologies Vector NTI,Software
834,Research Scientist,19-1029.01,Accelrys Pipeline Pilot,Software
834,Research Scientist,19-1029.01,Bioconductor software,Software
834,Research Scientist,19-1029.01,GitHub,Software
834,Research Scientist,19-1029.01,Apache HTTP Server,Software
834,Research Scientist,19-1029.01,Roche 454 Life Sciences GS Data Analysis,Software
834,Research Scientist,19-1029.01,Microsoft SQL Server Reporting Services SSRS,Software
834,Research Scientist,19-1029.01,Django,Software
834,Research Scientist,19-1029.01,BWA,Software
834,Research Scientist,19-1029.01,TopHat,Software
834,Research Scientist,19-1029.01,Ruby,Software
834,Research Scientist,19-1029.01,Illumina Laboratory Information Management System LIMS,Software
834,Research Scientist,19-1029.01,Biomatters Geneious,Software
834,Research Scientist,19-1029.01,Bowtie,Software
834,Research Scientist,19-1029.01,Microsoft Active Server Pages ASP,Software
834,Research Scientist,19-1029.01,Microsoft Excel,Software
834,Research Scientist,19-1029.01,Snakemake,Software
834,Research Scientist,19-1029.01,Public genomic databases,Software
834,Research Scientist,19-1029.01,Genome Analysis Toolkit GATK,Software
834,Research Scientist,19-1029.01,Genedata Expressionist,Software
834,Research Scientist,19-1029.01,Oracle Database,Software
834,Research Scientist,19-1029.01,The MathWorks MATLAB,Software
834,Research Scientist,19-1029.01,Oracle Java,Software
834,Research Scientist,19-1029.01,Linux,Software
834,Research Scientist,19-1029.01,Tableau,Software
834,Research Scientist,19-1029.01,Life Technologies SOLiD,Software
834,Research Scientist,19-1029.01,Amazon Web Services AWS software,Software
834,Research Scientist,19-1029.01,ClustalW,Software
834,Research Scientist,19-1029.01,Microsoft SharePoint,Software
836,Manufacturing Director,11-1021.00,Active Listening,Essential
836,Manufacturing Director,11-1021.00,Writing,Essential
836,Manufacturing Director,11-1021.00,Critical Thinking,Essential
836,Manufacturing Director,11-1021.00,Active Learning,Essential
836,Manufacturing Director,11-1021.00,Reading Comprehension,Essential
836,Manufacturing Director,11-1021.00,Monitoring,Essential
836,Manufacturing Director,11-1021.00,Learning Strategies,Essential
836,Manufacturing Director,11-1021.00,Oracle Solaris,Software
836,Manufacturing Director,11-1021.00,Sage 50 Accounting,Software
836,Manufacturing Director,11-1021.00,AMG Teleran SalesInSync,Software
836,Manufacturing Director,11-1021.00,Act!,Software
836,Manufacturing Director,11-1021.00,Qlik Tech QlikView,Software
836,Manufacturing Director,11-1021.00,Oracle Taleo,Software
836,Manufacturing Director,11-1021.00,Fund accounting software,Software
836,Manufacturing Director,11-1021.00,NetSuite NetCRM,Software
836,Manufacturing Director,11-1021.00,Dynamic Energy Systems MedAct,Software
836,Manufacturing Director,11-1021.00,Job control language JCL,Software
836,Manufacturing Director,11-1021.00,Oracle PeopleSoft,Software
836,Manufacturing Director,11-1021.00,Amazon Web Services AWS software,Software
836,Manufacturing Director,11-1021.00,Tableau,Software
836,Manufacturing Director,11-1021.00,Evernote,Software
836,Manufacturing Director,11-1021.00,IBM Domino,Software
836,Manufacturing Director,11-1021.00,Oracle PeopleSoft Financials,Software
836,Manufacturing Director,11-1021.00,Marketo Marketing Automation,Software
836,Manufacturing Director,11-1021.00,InnQuest Software roomMaster,Software
836,Manufacturing Director,11-1021.00,HEAT Software GoldMine,Software
836,Manufacturing Director,11-1021.00,LexisNexis,Software
836,Manufacturing Director,11-1021.00,Mozilla Thunderbird,Software
836,Manufacturing Director,11-1021.00,ADP Workforce Now,Software
836,Manufacturing Director,11-1021.00,Autodesk AutoCAD,Software
836,Manufacturing Director,11-1021.00,Microsoft FrontPage,Software
836,Manufacturing Director,11-1021.00,Siemens NX,Software
836,Manufacturing Director,11-1021.00,Delphi Technology,Software
836,Manufacturing Director,11-1021.00,Atlassian Confluence,Software
836,Manufacturing Director,11-1021.00,Microsoft Dynamics GP,Software
836,Manufacturing Director,11-1021.00,Puppet,Software
836,Manufacturing Director,11-1021.00,Oracle E-Business Suite Financials,Software
836,Manufacturing Director,11-1021.00,SAP Business Objects,Software
836,Manufacturing Director,11-1021.00,Salesforce software,Software
836,Manufacturing Director,11-1021.00,Apple Final Cut Pro,Software
836,Manufacturing Director,11-1021.00,Slack,Software
836,Manufacturing Director,11-1021.00,Blackbaud The Raiser's Edge,Software
836,Manufacturing Director,11-1021.00,Google Docs,Software
836,Manufacturing Director,11-1021.00,Oracle Fusion Applications,Software
836,Manufacturing Director,11-1021.00,Social media sites,Software
836,Manufacturing Director,11-1021.00,Citrix cloud computing software,Software
836,Manufacturing Director,11-1021.00,YouTube,Software
836,Manufacturing Director,11-1021.00,Minitab,Software
836,Manufacturing Director,11-1021.00,Datawatch Monarch,Software
836,Manufacturing Director,11-1021.00,Microsoft Project,Software
836,Manufacturing Director,11-1021.00,NortonLifeLock cybersecurity software,Software
836,Manufacturing Director,11-1021.00,Shell script,Software
836,Manufacturing Director,11-1021.00,LSA Visual Easy Lean,Software
836,Manufacturing Director,11-1021.00,IBM InfoSphere DataStage,Software
836,Manufacturing Director,11-1021.00,NetSuite ERP,Software
836,Manufacturing Director,11-1021.00,GroupMe,Software
836,Manufacturing Director,11-1021.00,Google Ads,Software
836,Manufacturing Director,11-1021.00,Microsoft Visual Basic for Applications VBA,Software
836,Manufacturing Director,11-1021.00,Apache Hadoop,Software
836,Manufacturing Director,11-1021.00,IBM Power Systems software,Software
836,Manufacturing Director,11-1021.00,Database software,Software
836,Manufacturing Director,11-1021.00,Customer information control system CICS,Software
836,Manufacturing Director,11-1021.00,Veritas NetBackup,Software
836,Manufacturing Director,11-1021.00,Quest Erwin Data Modeler,Software
836,Manufacturing Director,11-1021.00,Atlassian JIRA,Software
836,Manufacturing Director,11-1021.00,Airtable,Software
836,Manufacturing Director,11-1021.00,The MathWorks MATLAB,Software
836,Manufacturing Director,11-1021.00,Maximizer Software Maximizer Enterprise,Software
836,Manufacturing Director,11-1021.00,Microsoft Windows,Software
836,Manufacturing Director,11-1021.00,Screencastify,Software
836,Manufacturing Director,11-1021.00,PostgreSQL,Software
836,Manufacturing Director,11-1021.00,IBM Notes,Software
836,Manufacturing Director,11-1021.00,FileMaker Pro,Software
836,Manufacturing Director,11-1021.00,Blackboard software,Software
836,Manufacturing Director,11-1021.00,Apple macOS,Software
836,Manufacturing Director,11-1021.00,R,Software
836,Manufacturing Director,11-1021.00,Microsoft Word,Software
836,Manufacturing Director,11-1021.00,SeaMonkey,Software
836,Manufacturing Director,11-1021.00,Oracle Hyperion,Software
836,Manufacturing Director,11-1021.00,Geographic information system GIS software,Software
836,Manufacturing Director,11-1021.00,Human resource management software HRMS,Software
836,Manufacturing Director,11-1021.00,vtiger CRM,Software
836,Manufacturing Director,11-1021.00,Microsoft Visual Basic,Software
836,Manufacturing Director,11-1021.00,Microsoft Internet Explorer,Software
836,Manufacturing Director,11-1021.00,Yardi software,Software
836,Manufacturing Director,11-1021.00,IBM Cognos Impromptu,Software
836,Manufacturing Director,11-1021.00,Extensible markup language XML,Software
836,Manufacturing Director,11-1021.00,Tax software,Software
836,Manufacturing Director,11-1021.00,LinkedIn,Software
836,Manufacturing Director,11-1021.00,CNC Mastercam,Software
836,Manufacturing Director,11-1021.00,Kronos Workforce Timekeeper,Software
836,Manufacturing Director,11-1021.00,Adobe Photoshop,Software
836,Manufacturing Director,11-1021.00,IBM SPSS Statistics,Software
836,Manufacturing Director,11-1021.00,Salesforce.com Salesforce CRM,Software
836,Manufacturing Director,11-1021.00,Kronos Workforce Payroll,Software
836,Manufacturing Director,11-1021.00,Splunk Enterprise,Software
836,Manufacturing Director,11-1021.00,Microsoft Office software,Software
836,Manufacturing Director,11-1021.00,Google Drive,Software
837,Healthcare Representative,41-4011.00,Learning Strategies,Essential
837,Healthcare Representative,41-4011.00,Mathematics,Essential
837,Healthcare Representative,41-4011.00,Science,Essential
837,Healthcare Representative,41-4011.00,Active Learning,Essential
837,Healthcare Representative,41-4011.00,Monitoring,Essential
837,Healthcare Representative,41-4011.00,Reading Comprehension,Essential
837,Healthcare Representative,41-4011.00,Speaking,Essential
837,Healthcare Representative,41-4011.00,Microsoft Dynamics,Software
837,Healthcare Representative,41-4011.00,LogMeIn GoToMeeting,Software
837,Healthcare Representative,41-4011.00,Microsoft Access,Software
837,Healthcare Representative,41-4011.00,Citrix cloud computing software,Software
837,Healthcare Representative,41-4011.00,Linux,Software
837,Healthcare Representative,41-4011.00,Oracle PeopleSoft,Software
837,Healthcare Representative,41-4011.00,Google Ads,Software
837,Healthcare Representative,41-4011.00,Salesforce.com Salesforce CRM,Software
837,Healthcare Representative,41-4011.00,Khameleon,Software
837,Healthcare Representative,41-4011.00,Scheduling software,Software
837,Healthcare Representative,41-4011.00,Voice over internet protocol VoIP system software,Software
837,Healthcare Representative,41-4011.00,NortonLifeLock cybersecurity software,Software
837,Healthcare Representative,41-4011.00,LinkedIn,Software
837,Healthcare Representative,41-4011.00,HEAT Software GoldMine,Software
837,Healthcare Representative,41-4011.00,Salesforce software,Software
837,Healthcare Representative,41-4011.00,Microsoft Publisher,Software
837,Healthcare Representative,41-4011.00,Microsoft Outlook,Software
837,Healthcare Representative,41-4011.00,YouTube,Software
837,Healthcare Representative,41-4011.00,Oracle Hyperion,Software
837,Healthcare Representative,41-4011.00,InsideSales.com,Software
837,Healthcare Representative,41-4011.00,Google Workspace software,Software
837,Healthcare Representative,41-4011.00,IBM SPSS Statistics,Software
837,Healthcare Representative,41-4011.00,NetSuite NetCRM,Software
837,Healthcare Representative,41-4011.00,Oracle Fusion Applications,Software
837,Healthcare Representative,41-4011.00,Zoom,Software
837,Healthcare Representative,41-4011.00,Google Analytics,Software
837,Healthcare Representative,41-4011.00,Intuit QuickBooks,Software
837,Healthcare Representative,41-4011.00,Microsoft Word,Software
837,Healthcare Representative,41-4011.00,McAfee,Software
837,Healthcare Representative,41-4011.00,IBM InfoSphere DataStage,Software
837,Healthcare Representative,41-4011.00,ActionWare,Software
837,Healthcare Representative,41-4011.00,StataCorp Stata,Software
837,Healthcare Representative,41-4011.00,SAP Sybase SQL Anywhere,Software
837,Healthcare Representative,41-4011.00,SAS,Software
837,Healthcare Representative,41-4011.00,Microsoft Exchange,Software
837,Healthcare Representative,41-4011.00,Virtual private networking VPN software,Software
837,Healthcare Representative,41-4011.00,HubSpot software,Software
837,Healthcare Representative,41-4011.00,LogMeIn GoToWebinar,Software
837,Healthcare Representative,41-4011.00,Microsoft Azure software,Software
837,Healthcare Representative,41-4011.00,SAP software,Software
838,Research Scientist,19-1029.01,Speaking,Essential
838,Research Scientist,19-1029.01,Reading Comprehension,Essential
838,Research Scientist,19-1029.01,Science,Essential
838,Research Scientist,19-1029.01,Writing,Essential
