EmployeeNumber,ONET_SOC_Code,Missing_Skill_Name,Importance_Weight
1080,19-1029.01,Apache Groovy,3.0
1080,19-1029.01,Microsoft SQL Server Reporting Services SSRS,3.0
1080,19-1029.01,Bioconductor,3.0
1080,19-1029.01,UNIX,3.0
1080,19-1029.01,Active Listening,4.0
1080,19-1029.01,Speaking,4.0
1080,19-1029.01,Shell script,3.0
1080,19-1029.01,Biomatters Geneious,3.0
1080,19-1029.01,GitHub,3.0
1080,19-1029.01,Hypertext markup language HTML,3.0
1080,19-1029.01,Software development tools,3.0
1080,19-1029.01,ENSEMBL,3.0
1080,19-1029.01,Microsoft SQL Server,3.0
1080,19-1029.01,JavaScript,3.0
1080,19-1029.01,Structured query language SQL,3.0
1080,19-1029.01,Velvet,3.0
1080,19-1029.01,Git,3.0
1080,19-1029.01,Cytel StatXact,3.0
1080,19-1029.01,jQuery,3.0
1080,19-1029.01,Microsoft Active Server Pages ASP,3.0
1080,19-1029.01,Life Technologies Vector NTI,3.0
1080,19-1029.01,Cufflinks,3.0
1080,19-1029.01,GenePattern,3.0
1080,19-1029.01,JavaScript Object Notation JSON,3.0
1080,19-1029.01,MySQL,3.0
1080,19-1029.01,Oracle Java,3.0
1080,19-1029.01,Microsoft SharePoint,3.0
1080,19-1029.01,Tableau,3.0
1080,19-1029.01,Monitoring,3.38
1081,19-1029.01,Data visualization software,3.0
1081,19-1029.01,Bowtie,3.0
1081,19-1029.01,Genome Analysis Toolkit GATK,3.0
1081,19-1029.01,C,3.0
1081,19-1029.01,Oracle PL/SQL,3.0
1081,19-1029.01,Genedata Expressionist,3.0
1081,19-1029.01,DNA sequencing software,3.0
1081,19-1029.01,C++,3.0
1081,19-1029.01,Oracle JavaServer Pages JSP,3.0
1081,19-1029.01,Illumina Laboratory Information Management System LIMS,3.0
1081,19-1029.01,BioPerl,3.0
1081,19-1029.01,Reading Comprehension,4.38
1081,19-1029.01,JavaScript,3.0
1081,19-1029.01,Microsoft Access,3.0
1081,19-1029.01,Structured query language SQL,3.0
1081,19-1029.01,Microsoft Office software,3.0
1081,19-1029.01,Git,3.0
1081,19-1029.01,Relational database management software,3.0
1081,19-1029.01,Apache Accumulo,3.0
1081,19-1029.01,PostgreSQL,3.0
1081,19-1029.01,Roche 454 Life Sciences GS Data Analysis,3.0
1081,19-1029.01,Bioconductor software,3.0
1081,19-1029.01,GenePattern,3.0
1081,19-1029.01,Cufflinks,3.0
1081,19-1029.01,TopHat,3.0
1081,19-1029.01,JavaScript Object Notation JSON,3.0
1081,19-1029.01,Mathematics,3.88
1081,19-1029.01,BWA,3.0
1081,19-1029.01,Oracle Java,3.0
1081,19-1029.01,User interface design software,3.0
1081,19-1029.01,Apache Hadoop,3.0
1081,19-1029.01,PHP,3.0
1081,19-1029.01,Microsoft SharePoint,3.0
1081,19-1029.01,SAP software,3.0
1081,19-1029.01,Tableau,3.0
1081,19-1029.01,Monitoring,3.38
1082,41-4011.00,NetSuite NetCRM,3.0
1082,41-4011.00,StataCorp Stata,3.0
1082,41-4011.00,Tax software,3.0
1082,41-4011.00,SAS,3.0
1082,41-4011.00,Zoom,3.0
1082,41-4011.00,IBM InfoSphere DataStage,3.0
1082,41-4011.00,Microsoft Project,3.0
1082,41-4011.00,LogMeIn GoToMeeting,3.0
1082,41-4011.00,Khameleon,3.0
1082,41-4011.00,Active Listening,4.12
1082,41-4011.00,YouTube,3.0
1082,41-4011.00,Oracle Fusion Applications,3.0
1082,41-4011.00,Citrix cloud computing software,3.0
1082,41-4011.00,Scheduling software,3.0
1082,41-4011.00,Google Analytics,3.0
1082,41-4011.00,Microsoft Word,3.0
1082,41-4011.00,Microsoft Access,3.0
1082,41-4011.00,Salesforce.com Salesforce CRM,3.0
1082,41-4011.00,Mathematics,2.88
1082,41-4011.00,Science,1.5
1082,41-4011.00,Intuit QuickBooks,3.0
1082,41-4011.00,LexisNexis,3.0
1082,41-4011.00,InsideSales.com,3.0
1082,41-4011.00,AdTrack Customer Acquisition Management CAM,3.0
1082,41-4011.00,SAP software,3.0
1082,41-4011.00,SAP Sybase SQL Anywhere,3.0
1083,29-2012.00,Science,3.0
1083,29-2012.00,FileMaker Pro,3.0
1083,29-2012.00,Google Docs,3.0
1083,29-2012.00,Laboratory information system LIS,3.0
1083,29-2012.00,Microsoft Excel,3.0
1083,29-2012.00,Medical digital imaging software,3.0
1083,29-2012.00,Database software,3.0
1083,29-2012.00,Test routing software,3.0
1083,29-2012.00,IBM Notes,3.0
1083,29-2012.00,Critical Thinking,3.25
1083,29-2012.00,Speaking,3.12
1083,29-2012.00,MEDITECH software,3.0
1083,29-2012.00,SAP software,3.0
1083,29-2012.00,Microsoft Word,3.0
1084,11-1021.00,HEAT Software GoldMine,3.0
1084,11-1021.00,Tableau,3.0
1084,11-1021.00,Google Docs,3.0
1084,11-1021.00,StataCorp Stata,3.0
1084,11-1021.00,Slack,3.0
1084,11-1021.00,Kronos Workforce Payroll,3.0
1084,11-1021.00,Microsoft Excel,3.0
1084,11-1021.00,Microsoft Publisher,3.0
1084,11-1021.00,Extensible markup language XML,3.0
1084,11-1021.00,Oracle Eloqua,3.0
1084,11-1021.00,Microsoft Dynamics GP,3.0
1084,11-1021.00,Social media sites,3.0
1084,11-1021.00,Siemens NX,3.0
1084,11-1021.00,Human resource management software HRMS,3.0
1084,11-1021.00,Oracle E-Business Suite Financials,3.0
1084,11-1021.00,FileMaker Pro,3.0
1084,11-1021.00,Screencastify,3.0
1084,11-1021.00,Personnel scheduling software,3.0
1084,11-1021.00,Apple Final Cut Pro,3.0
1084,11-1021.00,NortonLifeLock cybersecurity software,3.0
1084,11-1021.00,Autodesk AutoCAD,3.0
1084,11-1021.00,Atlassian JIRA,3.0
1084,11-1021.00,Vanguard Software Vanguard Sales Manager,3.0
1084,11-1021.00,Evernote,3.0
1084,11-1021.00,Airtable,3.0
1084,11-1021.00,Splunk Enterprise,3.0
1084,11-1021.00,Adobe Photoshop,3.0
1084,11-1021.00,Oracle PeopleSoft,3.0
1084,11-1021.00,ADP Workforce Now,3.0
1084,11-1021.00,Microsoft Access,3.0
1084,11-1021.00,Structured query language SQL,3.0
1084,11-1021.00,Fund accounting software,3.0
1084,11-1021.00,Yardi software,3.0
1084,11-1021.00,Adobe Acrobat,3.0
1084,11-1021.00,Microsoft Visual Basic,3.0
1084,11-1021.00,Oracle Hyperion,3.0
1084,11-1021.00,Google Drive,3.0
1084,11-1021.00,Maximizer Software Maximizer Enterprise,3.0
1084,11-1021.00,Marketo Marketing Automation,3.0
1084,11-1021.00,Datawatch Monarch,3.0
1084,11-1021.00,Oracle Solaris,3.0
1084,11-1021.00,Microsoft PowerPoint,3.0
1084,11-1021.00,Minitab,3.0
1084,11-1021.00,Avidian Technologies Prophet,3.0
1084,11-1021.00,SeaMonkey,3.0
1084,11-1021.00,IBM SPSS Statistics,3.0
1084,11-1021.00,Oracle JD Edwards EnterpriseOne,3.0
1084,11-1021.00,Learning Strategies,3.0
1084,11-1021.00,Oracle Business Intelligence Enterprise Edition,3.0
1084,11-1021.00,Speaking,4.0
1084,11-1021.00,Supervisory control and data acquisition SCADA software,3.0
1084,11-1021.00,Eko,3.0
1084,11-1021.00,Monitoring,4.0
1085,19-1029.01,Microsoft Visual Studio,3.0
1085,19-1029.01,StataCorp Stata,3.0
1085,19-1029.01,dbSNP,3.0
1085,19-1029.01,Microsoft Excel,3.0
1085,19-1029.01,Perl,3.0
1085,19-1029.01,Genome Analysis Toolkit GATK,3.0
1085,19-1029.01,C,3.0
1085,19-1029.01,ClustalW,3.0
1085,19-1029.01,Oracle PL/SQL,3.0
1085,19-1029.01,Apache HTTP Server,3.0
1085,19-1029.01,Genedata Expressionist,3.0
1085,19-1029.01,Docker,3.0
1085,19-1029.01,Microsoft SQL Server Reporting Services SSRS,3.0
1085,19-1029.01,UNIX,3.0
1085,19-1029.01,Oracle JavaServer Pages JSP,3.0
1085,19-1029.01,BioPerl,3.0
1085,19-1029.01,GitHub,3.0
1085,19-1029.01,Tibco S-PLUS,3.0
1085,19-1029.01,ENSEMBL,3.0
1085,19-1029.01,Microsoft SQL Server,3.0
1085,19-1029.01,Microsoft Access,3.0
1085,19-1029.01,Git,3.0
1085,19-1029.01,Relational database management software,3.0
1085,19-1029.01,Accelrys Pipeline Pilot,3.0
1085,19-1029.01,jQuery,3.0
1085,19-1029.01,Django,3.0
1085,19-1029.01,Bioconductor software,3.0
1085,19-1029.01,JavaScript Object Notation JSON,3.0
1085,19-1029.01,MySQL,3.0
1085,19-1029.01,Mathematics,3.88
1085,19-1029.01,BWA,3.0
1085,19-1029.01,C#,3.0
1085,19-1029.01,Speaking,4.0
1085,19-1029.01,Ruby,3.0
1085,19-1029.01,Active Learning,3.88
1085,19-1029.01,Apache Hadoop,3.0
1088,41-4011.00,Salesforce software,3.0
1088,41-4011.00,Microsoft Excel,3.0
1088,41-4011.00,Oracle Database,3.0
1088,41-4011.00,SAS,3.0
1088,41-4011.00,Google Ads,3.0
1088,41-4011.00,Cegedim Target Software Target SFA Pharmaceutical Suite,3.0
1088,41-4011.00,IBM InfoSphere DataStage,3.0
1088,41-4011.00,FileMaker Pro,3.0
1088,41-4011.00,Microsoft Project,3.0
1088,41-4011.00,Khameleon,3.0
1088,41-4011.00,YouTube,3.0
1088,41-4011.00,Oracle PeopleSoft,3.0
1088,41-4011.00,NetSuite ERP,3.0
1088,41-4011.00,Reading Comprehension,3.75
1088,41-4011.00,Microsoft Access,3.0
1088,41-4011.00,Microsoft Office software,3.0
1088,41-4011.00,Virtual private networking VPN software,3.0
1088,41-4011.00,Salesforce.com Salesforce CRM,3.0
1088,41-4011.00,Critical Thinking,3.38
1088,41-4011.00,ActionWare,3.0
1088,41-4011.00,Microsoft PowerPoint,3.0
1088,41-4011.00,Voice over internet protocol VoIP system software,3.0
1088,41-4011.00,Intuit QuickBooks,3.0
1088,41-4011.00,InsideSales.com,3.0
1088,41-4011.00,Learning Strategies,2.75
1088,41-4011.00,AdTrack Customer Acquisition Management CAM,3.0
1092,41-4011.00,HEAT Software GoldMine,3.0
1092,41-4011.00,Salesforce software,3.0
1092,41-4011.00,AMG Teleran SalesInSync,3.0
1092,41-4011.00,Microsoft Excel,3.0
1092,41-4011.00,Infor ERP SyteLine,3.0
1092,41-4011.00,Oracle Database,3.0
1092,41-4011.00,SAS,3.0
1092,41-4011.00,LogMeIn GoToMeeting,3.0
1092,41-4011.00,LinkedIn,3.0
1092,41-4011.00,NetSuite ERP,3.0
1092,41-4011.00,Reading Comprehension,3.75
1092,41-4011.00,Microsoft Word,3.0
1092,41-4011.00,Virtual private networking VPN software,3.0
1092,41-4011.00,Microsoft Exchange,3.0
1092,41-4011.00,Amazon Web Services AWS software,3.0
1092,41-4011.00,Oracle Hyperion,3.0
1092,41-4011.00,ActionWare,3.0
1092,41-4011.00,Mathematics,2.88
1092,41-4011.00,Microsoft Outlook,3.0
1092,41-4011.00,Microsoft PowerPoint,3.0
1092,41-4011.00,Intuit QuickBooks,3.0
1092,41-4011.00,LexisNexis,3.0
1092,41-4011.00,Microsoft SharePoint,3.0
1092,41-4011.00,SAP Sybase SQL Anywhere,3.0
1092,41-4011.00,Active Learning,3.5
1092,41-4011.00,Apache Hadoop,3.0
1094,29-2012.00,Science,3.0
1094,29-2012.00,Electronic medical record EMR software,3.0
1094,29-2012.00,Microsoft PowerPoint,3.0
1094,29-2012.00,Commercial plate reader software,3.0
1094,29-2012.00,Microsoft Excel,3.0
1094,29-2012.00,Active Listening,3.62
1094,29-2012.00,Specimen tracking software,3.0
1094,29-2012.00,Quality control software,3.0
1094,29-2012.00,Test routing software,3.0
1094,29-2012.00,IBM Notes,3.0
1094,29-2012.00,Billing software,3.0
1094,29-2012.00,Active Learning,3.0
1094,29-2012.00,Email software,3.0
1094,29-2012.00,Microsoft Word,3.0
1096,11-1021.00,HEAT Software GoldMine,3.0
1096,11-1021.00,Quest Erwin Data Modeler,3.0
1096,11-1021.00,Qlik Tech QlikView,3.0
1096,11-1021.00,Google Docs,3.0
1096,11-1021.00,NetSuite NetCRM,3.0
1096,11-1021.00,Salesforce software,3.0
1096,11-1021.00,StataCorp Stata,3.0
1096,11-1021.00,Slack,3.0
1096,11-1021.00,Tax software,3.0
1096,11-1021.00,Kronos Workforce Payroll,3.0
1096,11-1021.00,Microsoft Excel,3.0
1096,11-1021.00,Adobe Creative Cloud software,3.0
1096,11-1021.00,Dropbox,3.0
1096,11-1021.00,Facebook,3.0
1096,11-1021.00,Sage 50 Accounting,3.0
1096,11-1021.00,Microsoft Dynamics GP,3.0
1096,11-1021.00,Social media sites,3.0
1096,11-1021.00,Microsoft Visio,3.0
1096,11-1021.00,Oracle E-Business Suite Financials,3.0
1096,11-1021.00,FileMaker Pro,3.0
1096,11-1021.00,Personnel scheduling software,3.0
1096,11-1021.00,Active Listening,4.0
1096,11-1021.00,Oracle Fusion Applications,3.0
1096,11-1021.00,Evernote,3.0
1096,11-1021.00,Citrix cloud computing software,3.0
1096,11-1021.00,Google Slides,3.0
1096,11-1021.00,Puppet,3.0
1096,11-1021.00,Microsoft FrontPage,3.0
1096,11-1021.00,Microsoft Access,3.0
1096,11-1021.00,Microsoft Office software,3.0
1096,11-1021.00,Sugar CRM,3.0
1096,11-1021.00,Salesforce.com Salesforce CRM,3.0
1096,11-1021.00,Critical Thinking,3.88
1096,11-1021.00,Microsoft Visual Basic,3.0
1096,11-1021.00,Amazon Web Services AWS software,3.0
1096,11-1021.00,Oracle Hyperion,3.0
1096,11-1021.00,Google Drive,3.0
1096,11-1021.00,SAP Business Objects,3.0
1096,11-1021.00,McAfee,3.0
1096,11-1021.00,Software on Sailboats Desktop Sales Manager,3.0
1096,11-1021.00,Job control language JCL,3.0
1096,11-1021.00,Oracle Solaris,3.0
1096,11-1021.00,Microsoft PowerPoint,3.0
1096,11-1021.00,Minitab,3.0
1096,11-1021.00,IBM SPSS Statistics,3.0
1096,11-1021.00,Oracle JD Edwards EnterpriseOne,3.0
1096,11-1021.00,Microsoft Windows,3.0
1096,11-1021.00,Medical condition coding software,3.0
1096,11-1021.00,IBM Domino,3.0
1096,11-1021.00,Oracle Business Intelligence Enterprise Edition,3.0
1096,11-1021.00,HubSpot software,3.0
1096,11-1021.00,Active Learning,3.62
1096,11-1021.00,Apache Hadoop,3.0
1097,19-1029.01,Salesforce software,3.0
1097,19-1029.01,StataCorp Stata,3.0
1097,19-1029.01,Microsoft Excel,3.0
1097,19-1029.01,Perl,3.0
1097,19-1029.01,Oracle Database,3.0
1097,19-1029.01,SAS,3.0
1097,19-1029.01,Apache HTTP Server,3.0
1097,19-1029.01,Docker,3.0
1097,19-1029.01,Scala,3.0
1097,19-1029.01,Bioconductor,3.0
1097,19-1029.01,DNA sequencing software,3.0
1097,19-1029.01,Illumina Laboratory Information Management System LIMS,3.0
1097,19-1029.01,Shell script,3.0
1097,19-1029.01,Hypertext markup language HTML,3.0
1097,19-1029.01,Microsoft SQL Server,3.0
1097,19-1029.01,Git,3.0
1097,19-1029.01,Apache Accumulo,3.0
1097,19-1029.01,GenBank,3.0
1097,19-1029.01,jQuery,3.0
1097,19-1029.01,SAP software,3.0
1097,19-1029.01,Snakemake,3.0
1097,19-1029.01,Critical Thinking,4.0
1097,19-1029.01,Roche 454 Life Sciences GS Data Analysis,3.0
1097,19-1029.01,Django,3.0
1097,19-1029.01,Object oriented development environment software,3.0
1097,19-1029.01,Bioconductor software,3.0
1097,19-1029.01,GenePattern,3.0
1097,19-1029.01,Cufflinks,3.0
1097,19-1029.01,TopHat,3.0
1097,19-1029.01,Linux,3.0
1097,19-1029.01,BLAT,3.0
1097,19-1029.01,Oracle Java,3.0
1097,19-1029.01,C#,3.0
1097,19-1029.01,Ruby,3.0
1097,19-1029.01,Active Learning,3.88
1097,19-1029.01,Monitoring,3.38
1098,13-1071.00,StataCorp Stata,3.0
1098,13-1071.00,HRM Direct,3.0
1098,13-1071.00,Kronos Workforce Payroll,3.0
1098,13-1071.00,Intelligent Algorithms InfoGIST Platinum Recruiter,3.0
1098,13-1071.00,Oracle Database,3.0
1098,13-1071.00,SAS,3.0
1098,13-1071.00,Microsoft Publisher,3.0
1098,13-1071.00,Job posting software,3.0
1098,13-1071.00,Google Ads,3.0
1098,13-1071.00,Oracle Eloqua,3.0
1098,13-1071.00,Microsoft Visio,3.0
1098,13-1071.00,Zoom,3.0
1098,13-1071.00,BrightMove Applicant Tracking System,3.0
1098,13-1071.00,Oracle WebLogic Server,3.0
1098,13-1071.00,Loom,3.0
1098,13-1071.00,Perforce Helix software,3.0
1098,13-1071.00,Arbita OneWorld,3.0
1098,13-1071.00,Adobe Illustrator,3.0
1098,13-1071.00,Blackdog,3.0
1098,13-1071.00,LinkedIn,3.0
1098,13-1071.00,Lawson Human Resource Management,3.0
1098,13-1071.00,Airtable,3.0
1098,13-1071.00,Drupal,3.0
1098,13-1071.00,Adobe Photoshop,3.0
1098,13-1071.00,Google Slides,3.0
1098,13-1071.00,FaceTime,3.0
1098,13-1071.00,eQuest,3.0
1098,13-1071.00,Intelius,3.0
1098,13-1071.00,Kronos Workforce HR,3.0
1098,13-1071.00,Microsoft SQL Server,3.0
1098,13-1071.00,Microsoft Office software,3.0
1098,13-1071.00,MPAY Millennium,3.0
1098,13-1071.00,Writing,3.88
1098,13-1071.00,PowerPlace Professional,3.0
1098,13-1071.00,Cisco Webex,3.0
1098,13-1071.00,Microsoft Visual Basic,3.0
1098,13-1071.00,Cluen executive recruitment software,3.0
1098,13-1071.00,Google Drive,3.0
1098,13-1071.00,Resume converter software,3.0
1098,13-1071.00,Talent Technology Resume Mirror,3.0
1098,13-1071.00,Marketo Marketing Automation,3.0
1098,13-1071.00,Bond International Software Bond StaffSuite,3.0
1098,13-1071.00,Oracle Solaris,3.0
1098,13-1071.00,Mathematics,2.0
1098,13-1071.00,Science,1.12
1098,13-1071.00,Microsoft Outlook,3.0
1098,13-1071.00,Recruit Wizard,3.0
1098,13-1071.00,Adobe InDesign,3.0
1098,13-1071.00,Enterprise JavaBeans,3.0
1098,13-1071.00,LexisNexis,3.0
1098,13-1071.00,Oracle JD Edwards EnterpriseOne,3.0
1098,13-1071.00,Assessment software,3.0
1098,13-1071.00,Talent Technology HireDesk,3.0
1098,13-1071.00,Microsoft Windows,3.0
1098,13-1071.00,Database software,3.0
1098,13-1071.00,Human resource information system (HRIS),3.0
1098,13-1071.00,Oracle Business Intelligence Enterprise Edition,3.0
1098,13-1071.00,Adobe Human Capital Application Solution Accelerator,3.0
1098,13-1071.00,Microsoft SharePoint,3.0
1098,13-1071.00,Microsoft Dynamics,3.0
1098,13-1071.00,Google Analytics,3.0
1098,13-1071.00,Web browser software,3.0
1098,13-1071.00,Bond International Adapt Staffing,3.0
1098,13-1071.00,Recruitpoint.net,3.0
1099,41-4011.00,Salesforce software,3.0
1099,41-4011.00,NetSuite NetCRM,3.0
1099,41-4011.00,AMG Teleran SalesInSync,3.0
1099,41-4011.00,Infor ERP SyteLine,3.0
1099,41-4011.00,SAS,3.0
1099,41-4011.00,Google Ads,3.0
1099,41-4011.00,IBM InfoSphere DataStage,3.0
1099,41-4011.00,Microsoft Project,3.0
1099,41-4011.00,LogMeIn GoToMeeting,3.0
1099,41-4011.00,Active Listening,4.12
1099,41-4011.00,LinkedIn,3.0
1099,41-4011.00,Citrix cloud computing software,3.0
1099,41-4011.00,Google Analytics,3.0
1099,41-4011.00,Oracle PeopleSoft,3.0
1099,41-4011.00,Act!,3.0
1099,41-4011.00,Microsoft Office software,3.0
1099,41-4011.00,Virtual private networking VPN software,3.0
1099,41-4011.00,Critical Thinking,3.38
1099,41-4011.00,Linux,3.0
1099,41-4011.00,Science,1.5
1099,41-4011.00,Microsoft Outlook,3.0
1099,41-4011.00,Intuit QuickBooks,3.0
1099,41-4011.00,LexisNexis,3.0
1099,41-4011.00,Teradata Database,3.0
1099,41-4011.00,Microsoft SharePoint,3.0
1099,41-4011.00,HubSpot software,3.0
1100,41-4012.00,Qlik Tech QlikView,3.0
1100,41-4012.00,Google Docs,3.0
1100,41-4012.00,SamePage StudioCRM,3.0
1100,41-4012.00,Slack,3.0
1100,41-4012.00,Data entry software,3.0
1100,41-4012.00,Microsoft Excel,3.0
1100,41-4012.00,Oracle Primavera Enterprise Project Portfolio Management,3.0
1100,41-4012.00,SAS,3.0
1100,41-4012.00,Adobe Creative Cloud software,3.0
1100,41-4012.00,Facebook,3.0
1100,41-4012.00,SalesInSync,3.0
1100,41-4012.00,Extensible markup language XML,3.0
1100,41-4012.00,Google Ads,3.0
1100,41-4012.00,Microsoft Publisher,3.0
1100,41-4012.00,MASterMind,3.0
1100,41-4012.00,Screencastify,3.0
1100,41-4012.00,UNIX,3.0
1100,41-4012.00,LinkedIn,3.0
1100,41-4012.00,YouTube,3.0
1100,41-4012.00,LogMeIn GoToWebinar,3.0
1100,41-4012.00,Contract tracking software,3.0
1100,41-4012.00,Airtable,3.0
1100,41-4012.00,Citrix cloud computing software,3.0
1100,41-4012.00,Mozilla Firefox,3.0
1100,41-4012.00,SmugMug Flickr,3.0
1100,41-4012.00,Microsoft Internet Explorer,3.0
1100,41-4012.00,NetSuite ERP,3.0
1100,41-4012.00,Reading Comprehension,3.38
1100,41-4012.00,Microsoft Word,3.0
1100,41-4012.00,Microsoft Office software,3.0
1100,41-4012.00,Relational database management software,3.0
1100,41-4012.00,Sage SalesLogix,3.0
1100,41-4012.00,Yardi software,3.0
1100,41-4012.00,Critical Thinking,3.5
1100,41-4012.00,Microsoft OneNote,3.0
1100,41-4012.00,ACT! Premium,3.0
1100,41-4012.00,Maximizer Software Maximizer Enterprise,3.0
1100,41-4012.00,Epic Systems,3.0
1100,41-4012.00,McAfee,3.0
1100,41-4012.00,Tigerpaw,3.0
1100,41-4012.00,Microsoft Outlook,3.0
1100,41-4012.00,Voice over internet protocol VoIP system software,3.0
1100,41-4012.00,Intuit QuickBooks,3.0
1100,41-4012.00,SeaMonkey,3.0
1100,41-4012.00,LexisNexis,3.0
1100,41-4012.00,Computerized call calendars,3.0
1100,41-4012.00,Oracle JD Edwards EnterpriseOne,3.0
1100,41-4012.00,Oracle Business Intelligence Enterprise Edition,3.0
1100,41-4012.00,Writing,3.25
1100,41-4012.00,Microsoft Dynamics,3.0
1100,41-4012.00,Aptean Onyx CRM,3.0
1100,41-4012.00,Eko,3.0
1101,19-1029.01,Tableau,3.0
1101,19-1029.01,Canu,3.0
1101,19-1029.01,dbSNP,3.0
1101,19-1029.01,Microsoft Azure software,3.0
1101,19-1029.01,Microsoft SharePoint,3.0
1101,19-1029.01,Formula translation/translator FORTRAN,3.0
1101,19-1029.01,Perl,3.0
1101,19-1029.01,SAS,3.0
1101,19-1029.01,Apache HTTP Server,3.0
1101,19-1029.01,Extensible markup language XML,3.0
1101,19-1029.01,Microsoft Visual Basic for Applications VBA,3.0
1101,19-1029.01,Public genomic databases,3.0
1101,19-1029.01,Apache Groovy,3.0
1101,19-1029.01,Bioconductor,3.0
1101,19-1029.01,UNIX,3.0
1101,19-1029.01,Shell script,3.0
1101,19-1029.01,Tibco S-PLUS,3.0
1101,19-1029.01,ENSEMBL,3.0
1101,19-1029.01,JavaScript,3.0
1101,19-1029.01,Structured query language SQL,3.0
1101,19-1029.01,GenBank,3.0
1101,19-1029.01,NCBI RefSeq,3.0
1101,19-1029.01,jQuery,3.0
1101,19-1029.01,SAP software,3.0
1101,19-1029.01,GenePattern,3.0
1101,19-1029.01,TopHat,3.0
1101,19-1029.01,JavaScript Object Notation JSON,3.0
1101,19-1029.01,Bash,3.0
1101,19-1029.01,Science,4.0
1101,19-1029.01,Microsoft PowerPoint,3.0
1101,19-1029.01,BWA,3.0
1101,19-1029.01,NoSQL,3.0
1101,19-1029.01,Speaking,4.0
1101,19-1029.01,Web browser software,3.0
1101,19-1029.01,Active Learning,3.88
1101,19-1029.01,The MathWorks MATLAB,3.0
1102,29-2012.00,Science,3.0
1102,29-2012.00,Minitab,3.0
1102,29-2012.00,Reimbursement screening software,3.0
1102,29-2012.00,Microsoft Office software,3.0
1102,29-2012.00,Microscopic image capturing software,3.0
1102,29-2012.00,Test result delivery software,3.0
1102,29-2012.00,Specimen tracking software,3.0
1102,29-2012.00,Database software,3.0
1102,29-2012.00,Test routing software,3.0
1102,29-2012.00,Hematology laboratory workflow management software,3.0
1102,29-2012.00,Critical Thinking,3.25
1102,29-2012.00,Medical system integration software,3.0
1102,29-2012.00,Speaking,3.12
1102,29-2012.00,Microsoft Word,3.0
1103,41-4011.00,Oracle Database,3.0
1103,41-4011.00,SAS,3.0
1103,41-4011.00,IBM Notes,3.0
1103,41-4011.00,IBM InfoSphere DataStage,3.0
1103,41-4011.00,LogMeIn GoToMeeting,3.0
1103,41-4011.00,MicroStrategy,3.0
1103,41-4011.00,LogMeIn GoToWebinar,3.0
1103,41-4011.00,YouTube,3.0
1103,41-4011.00,LinkedIn,3.0
1103,41-4011.00,Scheduling software,3.0
1103,41-4011.00,NetSuite ERP,3.0
1103,41-4011.00,Oracle PeopleSoft,3.0
1103,41-4011.00,Reading Comprehension,3.75
1103,41-4011.00,Microsoft Word,3.0
1103,41-4011.00,Enterprise application integration EAI software,3.0
1103,41-4011.00,Writing,3.38
1103,41-4011.00,Salesforce.com Salesforce CRM,3.0
1103,41-4011.00,Amazon Web Services AWS software,3.0
1103,41-4011.00,McAfee,3.0
1103,41-4011.00,Linux,3.0
1103,41-4011.00,IBM SPSS Statistics,3.0
1103,41-4011.00,Web browser software,3.0
1103,41-4011.00,Microsoft SharePoint,3.0
1103,41-4011.00,Microsoft Dynamics,3.0
1103,41-4011.00,SAP software,3.0
1103,41-4011.00,Monitoring,3.12
1105,41-4012.00,Tableau,3.0
1105,41-4012.00,NetSuite NetCRM,3.0
1105,41-4012.00,Slack,3.0
1105,41-4012.00,Microsoft Excel,3.0
1105,41-4012.00,Microsoft Teams,3.0
1105,41-4012.00,Oracle Database,3.0
1105,41-4012.00,Adobe Creative Cloud software,3.0
1105,41-4012.00,Dropbox,3.0
1105,41-4012.00,IBM Notes,3.0
1105,41-4012.00,Google Ads,3.0
1105,41-4012.00,Extensible markup language XML,3.0
1105,41-4012.00,Microsoft Publisher,3.0
1105,41-4012.00,Microsoft Visio,3.0
1105,41-4012.00,Zoom,3.0
1105,41-4012.00,Oracle WebLogic Server,3.0
1105,41-4012.00,MASterMind,3.0
1105,41-4012.00,Oracle E-Business Suite Financials,3.0
1105,41-4012.00,Apache Groovy,3.0
1105,41-4012.00,Adobe Illustrator,3.0
1105,41-4012.00,FileMaker Pro,3.0
1105,41-4012.00,Screencastify,3.0
1105,41-4012.00,Google Classroom,3.0
1105,41-4012.00,LogMeIn GoToWebinar,3.0
1105,41-4012.00,GroupMe,3.0
1105,41-4012.00,Oracle Fusion Applications,3.0
1105,41-4012.00,Evernote,3.0
1105,41-4012.00,Airtable,3.0
1105,41-4012.00,Citrix cloud computing software,3.0
1105,41-4012.00,Soffront CRM Portal,3.0
1105,41-4012.00,Google Slides,3.0
1105,41-4012.00,NetSuite ERP,3.0
1105,41-4012.00,Hypertext markup language HTML,3.0
1105,41-4012.00,Microsoft Access,3.0
1105,41-4012.00,Fund accounting software,3.0
1105,41-4012.00,Microsoft Exchange,3.0
1105,41-4012.00,Critical Thinking,3.5
1105,41-4012.00,Microsoft OneNote,3.0
1105,41-4012.00,Microsoft Visual Basic,3.0
1105,41-4012.00,Oracle Hyperion,3.0
1105,41-4012.00,McAfee,3.0
1105,41-4012.00,Tigerpaw,3.0
1105,41-4012.00,Microsoft PowerPoint,3.0
1105,41-4012.00,Microsoft Outlook,3.0
1105,41-4012.00,Apple Keynote,3.0
1105,41-4012.00,Microsoft Windows,3.0
